user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username,user_id_clean,username_clean,full_name_clean,manager_username_clean,department_clean,role_clean,location_clean,hostname_clean,device_id_clean,hire_date_clean,termination_date_clean,status_clean,is_terminated,total_iam_events,failed_logins,mfa_failures,avg_iam_risk,max_iam_risk,tampered_iam_ips,total_alerts,critical_alerts,high_alerts,active_alerts,temporal_anomalies,high_threat_alerts,max_severity_score,total_fw_events,denied_fw_events,tampered_fw_ips,threat_flagged_fw,total_bytes_transferred,identity_risk_score,access_risk_score,endpoint_risk_score,network_risk_score,composite_threat_score,threat_tier,is_terminated_active_breach,is_brute_force_suspect,is_tampering_suspect,is_ml_anomaly,anomaly_score,behavior_cluster
EMP11990,neel.bhalla45,Neel Bhalla,Legal Dept,Manager,WORK FROM HOME,,dev 11957,Active,,,manager950,EMP11990,neel.bhalla45,Neel Bhalla,manager950,Legal,Manager,Remote / WFH,,DEV-11957,,,ACTIVE,False,6,1,0,45.5,100.0,1,3,0,1,3,0,3,75.0,0,0,0,0,0.0,0.0,63.5,100.0,0.0,40.9,MEDIUM,False,False,False,False,0.395,High IAM / Failed Login Surge
emp12701,BAGHYAWATI.NORI89,Baghyawati Nori,RnD,Analyst,Branch_Office,WS_12701,DEV-62232,ACTIVE,2022-11-30 16:54:12,,,EMP12701,baghyawati.nori89,Baghyawati Nori,none,R&D,Analyst,Branch Office,WS-12701,DEV-62232,2022-11-30 16:54:12,,ACTIVE,False,5,1,0,56.6,98.0,2,2,0,0,1,0,1,50.0,11,5,9,1,330969663.0,0.0,70.0,35.0,73.18,40.9,MEDIUM,False,False,True,False,0.37,Baseline Normal Activity
EMP11472,anamika_singh82,Anamika Singh,Operations,Manager,branch office,LPT-11472,DEV-12368,Enabled,2021-11-17 19:15:29,,manager394,EMP11472,anamika_singh82,Anamika Singh,manager394,Operations,Manager,Branch Office,LPT-11472,DEV-12368,2021-11-17 19:15:29,,ACTIVE,False,9,1,1,43.22222222222222,87.0,5,2,0,0,1,0,1,50.0,11,1,4,0,230275718.0,0.0,93.5,35.0,43.64,40.9,MEDIUM,False,False,True,False,0.368,Baseline Normal Activity
EMP-11946,laban.mani87,Laban Mani,Mktg,Executive,Warehouse,VDR-11946.corp.local,dev94565,A,2026-03-19 17:53:18,,manager404,EMP11946,laban.mani87,Laban Mani,manager404,Marketing,Executive,Warehouse,VDR-11946,DEV-94565,2026-03-19 17:53:18,,ACTIVE,False,3,0,0,72.0,100.0,3,1,0,0,1,0,1,25.0,11,4,7,1,560329669.0,0.0,72.5,35.0,69.55,40.8,MEDIUM,False,False,True,False,0.355,Baseline Normal Activity
emp10466,tanvi.mane92,Tanvi Mane,Legal Dept,Manager,Remote,VDR-10466,DEV35679,Enabled,2023/05/05,,manager944,EMP10466,tanvi.mane92,Tanvi Mane,manager944,Legal,Manager,Remote / WFH,VDR-10466,DEV-35679,2023-05-05 00:00:00,,ACTIVE,False,9,4,0,60.0,100.0,4,1,0,0,0,0,1,50.0,10,2,7,0,255737255.0,0.0,100.0,25.0,48.0,40.8,MEDIUM,False,True,True,False,0.399,Baseline Normal Activity
EMP-10933,saksham.balay20,Saksham Balay,Human Resource,Consultant,REMOTE,WS_10933,dev 49748,A,2020-03-27 22:10:28,,,EMP10933,saksham.balay20,Saksham Balay,none,Human Resources,Consultant,Remote / WFH,WS-10933,DEV-49748,2020-03-27 22:10:28,,ACTIVE,False,4,1,0,50.5,69.0,1,2,0,0,1,1,1,50.0,10,2,6,1,363453505.0,0.0,48.0,65.0,63.0,40.8,MEDIUM,False,False,True,False,0.39,Zero-Trust Deprovisioning Breaches
EMP12645,hemani.bhagat18,Hemani Bhagat,Ops,Specialist,,lpt-12645,DEV79338,Working,2024-04-14 17:12:46,,unknown,EMP12645,hemani.bhagat18,Hemani Bhagat,unknown,Operations,Specialist,Head Office,LPT-12645,DEV-79338,2024-04-14 17:12:46,,ACTIVE,False,4,0,0,40.5,75.0,3,2,0,1,2,0,0,75.0,9,2,7,2,235217772.0,0.0,60.0,40.0,78.89,40.8,MEDIUM,False,False,True,False,0.333,Baseline Normal Activity
EMP12749,darika.mandal6,Darika Mandal,Human Resources,Trainee,,VDR-12749,dev 30457,A,07-15-2022 10:07:37 PM,,manager149,EMP12749,darika.mandal6,Darika Mandal,manager149,Human Resources,Trainee,Head Office,VDR-12749,DEV-30457,2022-07-15 22:07:37,,ACTIVE,False,8,0,0,45.125,91.0,3,3,0,0,2,0,1,25.0,10,2,6,1,377339603.0,0.0,68.0,45.0,63.0,40.8,MEDIUM,False,False,True,False,0.318,Baseline Normal Activity
EMP10958,azaan.sampath86,Azaan Sampath,R&D,Manager,REMOTE,WS-10958,DEV-88815,A,04/07/2021 11:59,not available,unknown,EMP10958,azaan.sampath86,Azaan Sampath,unknown,R&D,Manager,Remote / WFH,WS-10958,DEV-88815,2021-07-04 11:59:00,,ACTIVE,False,7,1,0,58.142857142857146,100.0,4,2,0,1,2,0,0,75.0,6,1,5,0,202150278.0,0.0,86.0,40.0,46.67,40.8,MEDIUM,False,False,True,False,0.327,Baseline Normal Activity
EMP10612,OMYA.RAM43,Omya Ram,Operations,Director,DATA CENTER,LPT-10612,DEV39716,Working,14-Feb-2025 06:51:53,,,EMP10612,omya.ram43,Omya Ram,none,Operations,Director,Data Center,LPT-10612,DEV-39716,2025-02-14 06:51:53,,ACTIVE,False,8,1,0,44.375,93.0,4,1,0,0,1,0,1,50.0,7,3,5,0,279407857.0,0.0,82.5,35.0,57.14,40.8,MEDIUM,False,False,True,False,0.329,Baseline Normal Activity
EMP10600,PALLAVI.DESHPANDE10,Pallavi Deshpande,Marketing,Manager,Branch_Office,VDR-10600,dev22729,Active,2021-12-18 17:57:02,not available,  manager294  ,EMP10600,pallavi.deshpande10,Pallavi Deshpande,manager294,Marketing,Manager,Branch Office,VDR-10600,DEV-22729,2021-12-18 17:57:02,,ACTIVE,False,1,1,0,23.0,23.0,1,5,0,0,5,0,3,50.0,10,2,9,0,450811592.0,0.0,25.0,100.0,48.0,40.8,MEDIUM,False,False,True,False,0.365,High IAM / Failed Login Surge
EMP11478,rudra.chakrabarti73,Rudra Chakrabarti,legal,Director,work from home,LPT-11478,dev47209,Enabled,03-04-2024 05:29:05 PM,,,EMP11478,rudra.chakrabarti73,Rudra Chakrabarti,none,Legal,Director,Remote / WFH,LPT-11478,DEV-47209,2024-04-03 17:29:05,,ACTIVE,False,4,1,1,69.5,91.0,3,1,0,0,1,0,0,50.0,15,6,11,2,471678922.0,0.0,84.0,10.0,86.0,40.7,MEDIUM,False,False,True,False,0.458,Baseline Normal Activity
EMP10385,MAX.VARGHESE15,Max Varghese,Customer Support,Consultant,,WS-10385,,Working,09-Nov-2020 21:30:16,,manager430,EMP10385,max.varghese15,Max Varghese,manager430,Support,Consultant,Head Office,WS-10385,,2020-11-09 21:30:16,,ACTIVE,False,5,1,0,50.4,65.0,2,4,0,0,2,0,2,50.0,9,2,8,0,349668932.0,0.0,53.5,70.0,48.89,40.7,MEDIUM,False,False,True,False,0.314,Baseline Normal Activity
EMP11312,lekha.raman10,Lekha Raman,Ops,Executive,Regional Office,vdr-11312,DEV94178,Active,2021-08-13T17:38:05,not available,,EMP11312,lekha.raman10,Lekha Raman,none,Operations,Executive,Regional Office,VDR-11312,DEV-94178,2021-08-13 17:38:05,,ACTIVE,False,3,1,0,87.66666666666667,100.0,0,3,0,0,2,0,2,50.0,13,2,9,0,461186781.0,0.0,56.0,70.0,46.15,40.7,MEDIUM,False,False,True,False,0.319,Baseline Normal Activity
EMP 12276,dev.munshi71,Dev Munshi,Support,Manager,regional office,VDR-12276,dev 51018,ACTIVE,12-11-2023 07:42:22 PM,,manager581,EMP12276,dev.munshi71,Dev Munshi,manager581,Support,Manager,Regional Office,VDR-12276,DEV-51018,2023-11-12 19:42:22,,ACTIVE,False,5,1,0,42.2,68.0,3,1,1,0,0,1,0,100.0,10,1,6,0,347429922.0,0.0,62.5,65.0,44.0,40.7,MEDIUM,False,False,True,False,0.417,Zero-Trust Deprovisioning Breaches
EMP12070,,Suhani Ghose,CS,Officer,branch office,LPT-12070,dev 31831,Working,2023-02-03 22:51:46,,manager350,EMP12070,unknown,Suhani Ghose,manager350,Cs,Officer,Branch Office,LPT-12070,DEV-31831,2023-02-03 22:51:46,,ACTIVE,False,1,0,0,100.0,100.0,1,2,0,0,2,0,1,50.0,10,5,7,1,308696960.0,0.0,57.5,45.0,75.0,40.6,MEDIUM,False,False,True,False,0.384,Baseline Normal Activity
EMP11149,ekaraj.kaur18,Ekaraj Kaur,marketing dept,Analyst,REGIONAL OFFICE,LPT-11149,dev37521,Live,01-05-2020 08:23:19 AM,not available,manager747,EMP11149,ekaraj.kaur18,Ekaraj Kaur,manager747,Marketing,Analyst,Regional Office,LPT-11149,DEV-37521,2020-05-01 08:23:19,,ACTIVE,False,3,1,0,30.666666666666668,92.0,2,1,0,0,1,0,1,25.0,7,1,5,2,305808276.0,0.0,67.0,35.0,75.71,40.6,MEDIUM,False,False,True,False,0.327,Baseline Normal Activity
EMP 10168,kamala.chakrabarti17,Kamala Chakrabarti,Customer Support,Manager,REGIONAL OFFICE,VDR-10168,,Active,2020-02-26 15:22:03,not available,manager284,EMP10168,kamala.chakrabarti17,Kamala Chakrabarti,manager284,Support,Manager,Regional Office,VDR-10168,,2020-02-26 15:22:03,,ACTIVE,False,4,0,0,57.0,100.0,1,3,0,0,3,0,1,50.0,11,2,10,1,384809922.0,0.0,57.5,55.0,62.27,40.6,MEDIUM,False,False,True,False,0.316,Baseline Normal Activity
11836,siya.om16,Siya Om,MKT,Engineer,data center,WS-11836,DEV-61949,A,,,manager340,EMP11836,siya.om16,Siya Om,manager340,Marketing,Engineer,Data Center,WS-11836,DEV-61949,,,ACTIVE,False,3,0,0,94.33333333333333,100.0,1,2,0,1,0,0,1,75.0,6,3,6,1,187760338.0,0.0,57.5,45.0,75.0,40.6,MEDIUM,False,False,True,False,0.334,Baseline Normal Activity
emp12602,anmol.solanki37,Anmol Solanki,Human Resources,Manager,Head_Office,VDR-12602,DEV-90276,Active,30/08/2021,not available,manager182,EMP12602,anmol.solanki37,Anmol Solanki,manager182,Human Resources,Manager,Head Office,VDR-12602,DEV-90276,2021-08-30 00:00:00,,ACTIVE,False,7,0,0,79.14285714285714,100.0,3,5,0,0,4,0,0,50.0,11,2,11,1,401429585.0,0.0,72.5,40.0,62.27,40.6,MEDIUM,False,False,True,False,0.326,Baseline Normal Activity
emp_10869,krishna.chaudry17,Krishna Chaudry,Human Resource,Consultant,REGIONAL OFFICE,VDR-10869,DEV66744,Active,12-29-2020 12:22:31 AM,,manager230,EMP10869,krishna.chaudry17,Krishna Chaudry,manager230,Human Resources,Consultant,Regional Office,VDR-10869,DEV-66744,2020-12-29 00:22:31,,ACTIVE,False,8,2,0,68.375,100.0,4,1,0,0,1,0,0,50.0,14,2,9,2,359461965.0,0.0,92.0,10.0,75.71,40.6,MEDIUM,False,False,True,False,0.37,Baseline Normal Activity
EMP11516,ria.batra56,Ria Batra,Mktg,Manager,,WS-11516,dev54883,A,1722413477,not available,,EMP11516,ria.batra56,Ria Batra,none,Marketing,Manager,Head Office,WS-11516,DEV-54883,2024-07-31 08:11:17,,ACTIVE,False,4,0,0,85.0,96.0,3,2,1,0,1,0,0,100.0,11,1,10,1,494888517.0,0.0,70.5,45.0,58.64,40.6,MEDIUM,False,False,True,False,0.384,High IAM / Failed Login Surge
EMP10818,rayaan_tiwari18,Rayaan Tiwari,information tech,Manager,REGIONAL OFFICE,LPT-10818,dev18942,Live,03-24-2020 02:32:28 AM,not available,unknown,EMP10818,rayaan_tiwari18,Rayaan Tiwari,unknown,Engineering,Manager,Regional Office,LPT-10818,DEV-18942,2020-03-24 02:32:28,,ACTIVE,False,7,0,0,56.714285714285715,100.0,3,1,0,0,1,0,1,25.0,6,2,5,1,192579844.0,0.0,72.5,35.0,68.33,40.5,MEDIUM,False,False,True,False,0.332,Baseline Normal Activity
EMP12875,darika_wali54,Darika Wali,Call Center,Executive,Remote,,,ACTIVE,12/07/2023 12:00,,  manager361  ,EMP12875,darika_wali54,Darika Wali,manager361,Call Center,Executive,Remote / WFH,,,2023-07-12 12:00:00,,ACTIVE,False,4,2,1,47.25,100.0,2,2,0,0,2,1,1,50.0,0,0,0,0,0.0,0.0,87.0,75.0,0.0,40.5,MEDIUM,False,False,True,False,0.486,Zero-Trust Deprovisioning Breaches
EMP-12666,harish.sampath8,Harish Sampath,Accounts,Director,Regional_Office,WS-12666,DEV-69318,A,1666723211,not available,unknown,EMP12666,harish.sampath8,Harish Sampath,unknown,Finance,Director,Regional Office,WS-12666,DEV-69318,2022-10-25 18:40:11,,ACTIVE,False,5,0,0,27.8,75.0,3,3,0,0,2,0,2,50.0,8,0,6,0,281578519.0,0.0,60.0,70.0,40.0,40.5,MEDIUM,False,False,True,False,0.341,High IAM / Failed Login Surge
EMP10133,liam.kunda31,Liam Kunda,Procurement,Consultant,Head_Office,LPT-10133,dev 44782,Live,04-23-2026 10:30:25 AM,,manager216,EMP10133,liam.kunda31,Liam Kunda,manager216,Procurement,Consultant,Head Office,LPT-10133,DEV-44782,2026-04-23 10:30:25,,ACTIVE,False,4,1,0,36.5,50.0,2,3,1,0,2,0,1,100.0,8,1,7,0,207891047.0,0.0,46.0,80.0,45.0,40.5,MEDIUM,False,False,True,False,0.365,High IAM / Failed Login Surge
emp_12176,theodore.chander22,Theodore Chander,IT Support,Engineer,Warehouse,,DEV39990,Enabled,2024/01/27,,manager540,EMP12176,theodore.chander22,Theodore Chander,manager540,Support,Engineer,Warehouse,,DEV-39990,2024-01-27 00:00:00,,ACTIVE,False,3,2,1,62.0,90.0,2,2,1,0,2,0,1,100.0,0,0,0,0,0.0,0.0,82.0,80.0,0.0,40.5,MEDIUM,False,False,False,False,0.477,High IAM / Failed Login Surge
EMP-10364,brijesh.golla51,Brijesh Golla,Human Resources,Specialist,warehouse,LPT-10364,,Enabled,10/02/2021 02:18,not available,manager367,EMP10364,brijesh.golla51,Brijesh Golla,manager367,Human Resources,Specialist,Warehouse,LPT-10364,,2021-02-10 02:18:00,,ACTIVE,False,7,3,1,32.57142857142857,100.0,2,1,0,0,0,0,1,25.0,9,0,6,1,360422346.0,0.0,93.0,25.0,55.0,40.5,MEDIUM,False,False,True,False,0.406,Baseline Normal Activity
EMP-11119,rajeshri.wagle66,Rajeshri Wagle,OPERATIONS,Analyst,data center,WS_11119,,Enabled,17/12/2020 19:18,not available,manager795,EMP11119,rajeshri.wagle66,Rajeshri Wagle,manager795,Operations,Analyst,Data Center,WS-11119,,2020-12-17 19:18:00,,ACTIVE,False,4,0,0,66.5,100.0,2,2,0,0,1,1,1,50.0,7,0,7,0,216602075.0,0.0,65.0,65.0,40.0,40.5,MEDIUM,False,False,True,False,0.414,Zero-Trust Deprovisioning Breaches
12500,shivansh.taneja60,Shivansh Taneja,IT Dept,Consultant,Work_From_Home,vdr-12500,DEV-79352,A,27/03/2022,not available,,EMP12500,shivansh.taneja60,Shivansh Taneja,none,Engineering,Consultant,Remote / WFH,VDR-12500,DEV-79352,2022-03-27 00:00:00,,ACTIVE,False,9,2,0,40.55555555555556,76.0,3,1,0,1,0,0,1,75.0,8,3,5,0,359139165.0,0.0,72.5,45.0,55.0,40.4,MEDIUM,False,False,True,False,0.322,Baseline Normal Activity
EMP-10110,chaitanya.atwal30,Chaitanya Atwal,hr dept,Director,head office,VDR-10110,DEV23173,Enabled,2025-11-26T04:28:38,not available,MANAGER129,EMP10110,chaitanya.atwal30,Chaitanya Atwal,manager129,Human Resources,Director,Head Office,VDR-10110,DEV-23173,2025-11-26 04:28:38,,ACTIVE,False,4,0,0,46.75,100.0,2,1,0,0,1,0,1,50.0,17,3,13,3,636542505.0,0.0,65.0,35.0,77.06,40.4,MEDIUM,False,False,True,False,0.337,Baseline Normal Activity
emp_12049,kalpit.bahri99,Kalpit Bahri,Ops Team,Director,Branch_Office,LPT-12049,,Live,2023-08-23 05:18:34,,manager432,EMP12049,kalpit.bahri99,Kalpit Bahri,manager432,Operations,Director,Branch Office,LPT-12049,,2023-08-23 05:18:34,,ACTIVE,False,10,4,1,48.0,100.0,2,0,0,0,0,0,0,0.0,10,2,9,3,426855257.0,0.0,99.0,0.0,78.0,40.4,MEDIUM,False,True,True,False,0.436,Baseline Normal Activity
EMP10961,samar.deep47,Samar Deep,Information Technology,Administrator,data center,VDR-10961,DEV-89433,A,,,,EMP10961,samar.deep47,Samar Deep,none,Engineering,Administrator,Data Center,VDR-10961,DEV-89433,,,ACTIVE,False,6,0,0,35.666666666666664,100.0,1,3,0,1,2,0,1,75.0,9,2,7,0,326385482.0,0.0,57.5,65.0,48.89,40.4,MEDIUM,False,False,True,False,0.319,Baseline Normal Activity
EMP 11338,vansha_virk36,Vansha Virk,Marketing,Manager,Branch Office,VDR-11338,,Working,2023-05-10T23:35:55,not available,manager380,EMP11338,vansha_virk36,Vansha Virk,manager380,Marketing,Manager,Branch Office,VDR-11338,,2023-05-10 23:35:55,,ACTIVE,False,0,0,0,0.0,0.0,0,4,0,3,4,0,4,75.0,17,3,14,2,607226323.0,0.0,0.0,100.0,77.06,40.4,MEDIUM,False,False,True,False,0.407,High IAM / Failed Login Surge
EMP12484,aahana.seth4,Aahana Seth,sales dept,Engineer,Head Office,VDR-12484,DEV-38543,Enabled,,not available,  manager345  ,EMP12484,aahana.seth4,Aahana Seth,manager345,Sales,Engineer,Head Office,VDR-12484,DEV-38543,,,ACTIVE,False,6,2,0,30.0,84.0,4,2,1,0,2,0,0,100.0,5,1,2,0,118755294.0,0.0,84.0,55.0,28.0,40.4,MEDIUM,False,False,True,False,0.411,High IAM / Failed Login Surge
EMP12493,ojasvi.vohra89,Ojasvi Vohra,information tech,Manager,Head Office,VDR-12493,dev 88063,ACTIVE,30/01/2024,,manager117,EMP12493,ojasvi.vohra89,Ojasvi Vohra,manager117,Engineering,Manager,Head Office,VDR-12493,DEV-88063,2024-01-30 00:00:00,,ACTIVE,False,4,2,1,30.0,100.0,0,1,1,0,1,0,0,100.0,10,4,10,0,375440377.0,0.0,72.0,45.0,56.0,40.4,MEDIUM,False,False,True,False,0.435,High IAM / Failed Login Surge
EMP 11484,,Waida Dyal,Innovation,Executive,,LPT-11484,dev60246,Working,22-Jul-2023 23:47:16,not available,,EMP11484,unknown,Waida Dyal,none,Innovation,Executive,Head Office,LPT-11484,DEV-60246,2023-07-22 23:47:16,,ACTIVE,False,10,2,0,36.5,75.0,2,3,0,1,2,0,1,75.0,8,0,4,0,140672349.0,0.0,64.5,65.0,40.0,40.4,MEDIUM,False,False,True,False,0.347,Baseline Normal Activity
EMP10669,mohini.thakkar22,Mohini Thakkar,procurement team,Specialist,data center,LPT-10669,dev88012,Active,2026-05-23 22:53:59,,,EMP10669,mohini.thakkar22,Mohini Thakkar,none,Procurement Team,Specialist,Data Center,LPT-10669,DEV-88012,2026-05-23 22:53:59,,ACTIVE,False,11,1,0,39.72727272727273,94.0,5,1,0,0,1,0,1,50.0,7,0,3,1,262611529.0,0.0,90.5,35.0,45.0,40.4,MEDIUM,False,False,True,False,0.353,Baseline Normal Activity
emp_12178,  orinder.gera82  ,Orinder Gera,Fin,Consultant,REMOTE,,DEV32915,Enabled,18/01/2021 09:48,not available,manager811,EMP12178,orinder.gera82,Orinder Gera,manager811,Finance,Consultant,Remote / WFH,,DEV-32915,2021-01-18 09:48:00,,ACTIVE,False,4,0,0,40.25,78.0,3,5,0,2,3,0,4,75.0,0,0,0,0,0.0,0.0,61.5,100.0,0.0,40.4,MEDIUM,False,False,False,False,0.407,High IAM / Failed Login Surge
EMP12765,zayyan.chatterjee30,Zayyan Chatterjee,Legal Dept,Analyst,DATA CENTER,WS_12765,dev 70764,ACTIVE,25/04/2025 14:06,,,EMP12765,zayyan.chatterjee30,Zayyan Chatterjee,none,Legal,Analyst,Data Center,WS-12765,DEV-70764,2025-04-25 14:06:00,,ACTIVE,False,8,2,0,45.25,84.0,5,1,0,0,1,0,1,25.0,10,1,8,0,303523640.0,0.0,91.5,35.0,44.0,40.4,MEDIUM,False,False,True,False,0.342,Baseline Normal Activity
EMP11302,,Ubika Bhakta,finance dept,Consultant,regional office,VDR-11302,,Working,30/01/2026,,unknown,EMP11302,unknown,Ubika Bhakta,unknown,Finance,Consultant,Regional Office,VDR-11302,,2026-01-30 00:00:00,,ACTIVE,False,3,1,0,34.333333333333336,48.0,1,4,1,0,3,0,3,100.0,4,0,3,0,178136968.0,0.0,37.5,100.0,30.0,40.4,MEDIUM,False,False,True,False,0.405,High IAM / Failed Login Surge
EMP11627,anthony.chadha70,Anthony Chadha,FINANCE,Consultant,Regional_Office,LPT-11627,dev 80030,Working,,,manager460,EMP11627,anthony.chadha70,Anthony Chadha,manager460,Finance,Consultant,Regional Office,LPT-11627,DEV-80030,,,ACTIVE,False,5,1,0,54.4,100.0,2,3,0,0,3,0,1,50.0,10,1,7,0,446952465.0,0.0,71.0,55.0,44.0,40.3,MEDIUM,False,False,True,False,0.317,Baseline Normal Activity
EMP12926,  ronith.bhatti96  ,Ronith Bhatti,Sales,Analyst,BRANCH OFFICE,VDR-12926,DEV-21629,ACTIVE,18/02/2023 05:36,,,EMP12926,ronith.bhatti96,Ronith Bhatti,none,Sales,Analyst,Branch Office,VDR-12926,DEV-21629,2023-02-18 05:36:00,,ACTIVE,False,1,0,0,43.0,43.0,1,2,1,0,1,0,1,100.0,7,4,5,1,291422150.0,0.0,29.0,70.0,77.86,40.3,MEDIUM,False,False,True,False,0.426,High IAM / Failed Login Surge
EMP12339,neel.kade32,Neel Kade,Human Resource,Manager,warehouse,LPT-12339,DEV-45593,ACTIVE,2024-03-07 21:29:56,,manager947,EMP12339,neel.kade32,Neel Kade,manager947,Human Resources,Manager,Warehouse,LPT-12339,DEV-45593,2024-03-07 21:29:56,,ACTIVE,False,4,0,0,68.5,100.0,2,1,0,1,0,0,1,75.0,9,2,5,1,330397913.0,0.0,65.0,45.0,63.89,40.3,MEDIUM,False,False,True,False,0.317,Baseline Normal Activity
EMP-11520,kevin.vig54,Kevin Vig,marketing dept,Engineer,,WS-11520,dev 49795,Live,2022-08-09T10:20:30,,manager462,EMP11520,kevin.vig54,Kevin Vig,manager462,Marketing,Engineer,Head Office,WS-11520,DEV-49795,2022-08-09 10:20:30,,ACTIVE,False,4,0,0,40.0,84.0,2,3,0,1,1,0,1,75.0,12,2,10,1,436338065.0,0.0,57.0,55.0,61.67,40.3,MEDIUM,False,False,True,False,0.316,Baseline Normal Activity
10218,jagat_dasgupta98,Jagat Dasgupta,Customer Support,Administrator,,VDR-10218,dev99181,ACTIVE,2021-02-03T17:50:14,,,EMP10218,jagat_dasgupta98,Jagat Dasgupta,none,Support,Administrator,Head Office,VDR-10218,DEV-99181,2021-02-03 17:50:14,,ACTIVE,False,8,3,1,71.5,100.0,5,1,0,0,1,0,0,50.0,9,2,7,1,259858402.0,0.0,100.0,10.0,63.89,40.3,MEDIUM,False,False,True,False,0.392,Baseline Normal Activity
EMP10032,  lila.nadkarni27  ,Lila Nadkarni,operations dept,Engineer,Remote,WS-10032,dev 27154,Working,2022-07-21 01:24:12,,manager869,EMP10032,lila.nadkarni27,Lila Nadkarni,manager869,Operations,Engineer,Remote / WFH,WS-10032,DEV-27154,2022-07-21 01:24:12,,ACTIVE,False,6,1,1,46.5,100.0,2,1,0,0,0,0,1,50.0,6,2,6,1,232447922.0,0.0,81.0,25.0,68.33,40.2,MEDIUM,False,False,True,False,0.369,Baseline Normal Activity
EMP10036,lipika.ahuja14,Lipika Ahuja,Call Center,Executive,Remote,WS-10036,DEV89276,Live,01/12/2022 07:00,,manager749,EMP10036,lipika.ahuja14,Lipika Ahuja,manager749,Call Center,Executive,Remote / WFH,WS-10036,DEV-89276,2022-12-01 07:00:00,,ACTIVE,False,4,0,0,41.25,85.0,1,3,0,0,2,0,2,50.0,11,3,8,0,418510981.0,0.0,50.0,70.0,50.91,40.2,MEDIUM,False,False,True,False,0.329,Baseline Normal Activity
EMP10388,kamala.kar94,Kamala Kar,IT,Specialist,data center,VDR-10388,dev 14244,Live,,not available,unknown,EMP10388,kamala.kar94,Kamala Kar,unknown,Engineering,Specialist,Data Center,VDR-10388,DEV-14244,,,ACTIVE,False,3,1,0,55.666666666666664,100.0,1,1,0,0,1,0,1,50.0,10,2,6,2,296821454.0,0.0,63.5,35.0,78.0,40.2,MEDIUM,False,False,True,False,0.323,Baseline Normal Activity
EMP11910,  jonathan.lalla10  ,Jonathan Lalla,Human Resources,Officer,Data_Center,VDR-11910.corp.local,dev 27789,A,10-28-2021 12:47:43 PM,not available,manager199,EMP11910,jonathan.lalla10,Jonathan Lalla,manager199,Human Resources,Officer,Data Center,VDR-11910,DEV-27789,2021-10-28 12:47:43,,ACTIVE,False,3,1,0,33.0,84.0,1,1,0,0,1,1,0,50.0,7,2,4,2,287743892.0,0.0,55.5,40.0,81.43,40.2,MEDIUM,False,False,True,False,0.404,Zero-Trust Deprovisioning Breaches
EMP10171,bimala.nayar80,Bimala Nayar,Fin,Specialist,Data Center,LPT-10171,DEV31266,Working,2025-11-22 14:18:55,not available,unknown,EMP10171,bimala.nayar80,Bimala Nayar,unknown,Finance,Specialist,Data Center,LPT-10171,DEV-31266,2025-11-22 14:18:55,,ACTIVE,False,1,1,1,50.0,50.0,0,1,0,1,1,0,1,75.0,11,3,9,2,357704556.0,0.0,41.0,55.0,80.91,40.2,MEDIUM,False,False,True,False,0.388,Baseline Normal Activity
EMP12732,zehaan.dar65,Zehaan Dar,Compliance,Consultant,branch office,,dev53186,Enabled,25-May-2020 01:31:15,,manager869,EMP12732,zehaan.dar65,Zehaan Dar,manager869,Compliance,Consultant,Branch Office,,DEV-53186,2020-05-25 01:31:15,,ACTIVE,False,4,1,1,41.25,90.0,0,3,1,1,1,1,2,100.0,0,0,0,0,0.0,0.0,61.0,100.0,0.0,40.2,MEDIUM,False,False,True,True,0.507,Zero-Trust Deprovisioning Breaches
EMP12288,vasatika.ravi8,Vasatika Ravi,operations dept,Specialist,branch office,WS-12288,DEV69889,Active,05-21-2023 04:21:20 AM,not available,unknown,EMP12288,vasatika.ravi8,Vasatika Ravi,unknown,Operations,Specialist,Branch Office,WS-12288,DEV-69889,2023-05-21 04:21:20,,ACTIVE,False,6,1,0,34.0,55.0,1,3,0,1,2,0,3,75.0,3,0,1,1,53672969.0,0.0,41.0,100.0,25.0,40.2,MEDIUM,False,False,True,False,0.375,High IAM / Failed Login Surge
EMP12940,aryan.prabhu29,Aryan Prabhu,Mktg,Specialist,warehouse,VDR-12940,dev 15192,Enabled,2021-10-10 14:01:58,,manager533,EMP12940,aryan.prabhu29,Aryan Prabhu,manager533,Marketing,Specialist,Warehouse,VDR-12940,DEV-15192,2021-10-10 14:01:58,,ACTIVE,False,6,0,0,54.666666666666664,100.0,3,1,0,0,1,0,1,25.0,6,4,4,0,278546549.0,0.0,72.5,35.0,66.67,40.2,MEDIUM,False,False,True,False,0.35,Baseline Normal Activity
EMP10429,dominic.sood93,Dominic Sood,CS,Executive,Regional Office,ws-10429,dev 95778,ACTIVE,2023-01-08T19:51:01,,manager992,EMP10429,dominic.sood93,Dominic Sood,manager992,Cs,Executive,Regional Office,WS-10429,DEV-95778,2023-01-08 19:51:01,,ACTIVE,False,1,0,0,6.0,6.0,0,3,1,0,2,0,2,100.0,7,3,6,1,200027581.0,0.0,3.0,100.0,72.14,40.2,MEDIUM,False,False,True,False,0.427,High IAM / Failed Login Surge
