user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username
EMP10255,jonathan.sem1,Jonathan Sem,IT,Administrator,data center,VDR-10255,dev 81361,Live,24-Mar-2023 08:54:11,,unknown
EMP 11617,RYAN.SARIN13,Ryan Sarin,FINANCE,Specialist,Remote,vdr-11617,DEV-33190,Left,03-Jan-2026 14:34:59,2026-03-13 12:55:42,manager933
EMP10389,manbir.toor79,Manbir Toor,SALES,Specialist,Head Office,WS-10389,DEV-28434,ACTIVE,29/08/2020 17:41,NA,MANAGER427
EMP-11581,ONKAR.MITAL36,Onkar Mital,Mktg,Administrator,Regional Office,VDR-11581,dev 53100,Working,2022/02/19,not available,unknown
EMP 10924,noah.ranganathan16,Noah Ranganathan,RnD,Administrator,,vdr-10924,dev 10683,ACTIVE,,NA,NA
12036,inaya.arya14,Inaya Arya,operations dept,Director,,WS-12036,DEV-20434,Enabled,15/10/2022,not available,
EMP12475,KABIR.JOSHI32,Kabir Joshi,Compliance,Executive,Regional_Office,LPT-12475.corp.local,dev 21980,Exited,30-Jul-2020 05:39:41,not available,NA
EMP11224,chatresh.upadhyay99,Chatresh Upadhyay,Supply Chain,Executive,,VDR-11224.corp.local,DEV81260,Resigned,2020/09/01,19/11/2020 07:27,manager233
EMP-11946,laban.mani87,Laban Mani,Mktg,Executive,Warehouse,VDR-11946.corp.local,dev94565,A,2026-03-19 17:53:18,,manager404
EMP-10739,bhavna_bhalla19,Bhavna Bhalla,Legal,Executive,Regional Office,WS-10739,dev 82536,A,01-26-2022 11:27:30 PM,,
EMP-10040,kevin.tara47,Kevin Tara,IT Dept,Consultant,branch office,VDR_10040,DEV-42706,A,03/01/2023,NA,NA
EMP10868,  raghav.kannan72  ,Raghav Kannan,information tech,Specialist,Branch Office,WS-10868.corp.local,dev32264,Active,,NA,NA
10539,  varsha.gera12  ,Varsha Gera,marketing dept,Director,remote,VDR-10539,,ACTIVE,1631607209,NA,manager854
EMP12587,charvi.bhavsar17,Charvi Bhavsar,Support,Engineer,Warehouse,LPT-12587.corp.local,dev 70067,Working,2020-10-05 18:50:01,NA,  manager863  
EMP11371,chanakya.sharaf74,Chanakya Sharaf,Legal,Trainee,Warehouse,LPT-11371,DEV69486,ACTIVE,2020-12-06 13:28:39,NA,manager965
EMP11145,  sathvik.krishnamurthy8  ,Sathvik Krishnamurthy,sales team,Director,Data Center,VDR-11145,,L,08-20-2020 11:19:34 PM,12-20-2024 05:52:25 AM,manager898
EMP-11031,samuel.hari14,Samuel Hari,Ops Team,Consultant,branch office,LPT-11031.corp.local,DEV62709,Working,2020-02-07 05:23:46,,manager569
EMP10372,MADHAV.SOOD34,Madhav Sood,People Team,Analyst,Head Office,LPT-10372,DEV-94670,Live,1612409018,NA,manager967
EMP 10667,nathaniel.dhaliwal53,Nathaniel Dhaliwal,IT Dept,Officer,Remote,VDR-10667,DEV-98892,ACTIVE,,not available,manager691
EMP10357,bahadurjit.hegde65,Bahadurjit Hegde,IT Dept,Executive,branch office,VDR-10357,DEV-16019,LWP,02/08/2020 03:31,,unknown
EMP-10967,ikshita.luthra93,Ikshita Luthra,sales dept,Analyst,remote,ws-10967,dev 79784,Working,17/01/2020 00:42,NA,manager442
emp11353,anamika.morar74,Anamika Morar,MKT,Engineer,,LPT-11353,dev57443,Live,2022-09-05 02:24:36,not available,  manager218  
EMP11035,umang.dugal86,Umang Dugal,RD,Manager,REMOTE,LPT-11035,DEV89761,Left,26-Oct-2023 17:16:20,17/07/2026,MANAGER615
10470,noah.lad77,Noah Lad,Supply Chain,Consultant,,WS-10470,DEV64875,Leave,21/11/2025 13:42,not available,unknown
EMP11396,victor.ratta94,Victor Ratta,legal,Consultant,,vdr-11396,dev 24195,ACTIVE,2024-11-30 09:49:03,,
EMP12705,aarush.mani1,Aarush Mani,IT Dept,Director,Head Office,VDR-12705,dev28817,ACTIVE,2025-08-09 16:15:23,,manager509
11549,  nidhi.chada17  ,Nidhi Chada,customer care,Executive,branch office,VDR-11549.corp.local,,A,09/07/2020 02:01,NA,manager314
EMP11256,odika.ray44,Odika Ray,sales dept,Specialist,work from home,VDR-11256,,Deactivated,20-Jun-2026 18:05:30,NA,  manager771  
EMP12094,gautam.samra20,Gautam Samra,procurement team,Administrator,Data_Center,LPT-12094,,Disabled,11/01/2025 10:04,10-23-2025 06:21:39 AM,unknown
EMP11555,urmi.master69,Urmi Master,R&D,Executive,Work_From_Home,vdr-11555,dev93473,ACTIVE,2024-01-19 15:17:13,NA,manager363
EMP12668,manya.chaudry96,Manya Chaudry,Purchase,Consultant,head office,WS-12668,DEV10074,ACTIVE,23-Aug-2024 18:31:18,,manager935
11250,triya.venkataraman48,Triya Venkataraman,customer care,Analyst,REGIONAL OFFICE,,dev 44037,Resigned,1589399974,2022-12-15T05:30:24,MANAGER437
EMP11699,VANSHA.MANI80,Vansha Mani,OPERATIONS,Manager,,WS-11699,DEV70645,Live,11/03/2026 06:42,,MANAGER560
EMP11252,zayan.bhalla97,Zayan Bhalla,Procurement,Director,REGIONAL OFFICE,WS-11252,dev 97586,Live,,NA,manager589
EMP12865,  frederick.sama65  ,Frederick Sama,Innovation,Manager,work from home,VDR-12865,,Enabled,1612402661,NA,manager638
emp10079,reyansh.chauhan69,Reyansh Chauhan,finance dept,Engineer,branch office,VDR-10079,DEV73464,A,2025-01-05 18:47:09,,NA
EMP11172,victor.khalsa18,Victor Khalsa,Human Resources,Analyst,remote,ws-11172,,ACTIVE,23-Mar-2021 19:52:31,NA,unknown
EMP10814,jagdish.soman87,Jagdish Soman,HR,Manager,Branch Office,WS_10814,dev 62510,Live,2020/11/12,,manager272
EMP 11852,kevin.pillai31,Kevin Pillai,Support,Specialist,Data_Center,WS-11852,dev 36510,A,22-Jul-2023 06:39:36,NA,manager109
emp_12220,adweta.rastogi43,Adweta Rastogi,Call Center,Specialist,Head Office,WS-12220,dev16998,Blocked,2022/04/01,05-13-2025 06:00:16 PM,manager235
EMP 12710,samar.modi39,Samar Modi,Fin,Engineer,REGIONAL OFFICE,LPT-12710,dev60998,Enabled,06-12-2022 08:52:18 PM,not available,manager866
EMP12105,,Jatin Khare,Ops,Administrator,,LPT-12105,DEV-42256,Enabled,26/11/2020 15:37,NA,manager929
EMP10133,liam.kunda31,Liam Kunda,Procurement,Consultant,Head_Office,LPT-10133,dev 44782,Live,04-23-2026 10:30:25 AM,NA,manager216
EMP-11140,anusha.roy27,Anusha Roy,Purchase,Director,head office,LPT-11140,DEV-27102,A,12-Feb-2025 20:04:47,,manager700
EMP-10933,saksham.balay20,Saksham Balay,Human Resource,Consultant,REMOTE,WS_10933,dev 49748,A,2020-03-27 22:10:28,,NA
EMP10928,baljiwan_das61,Baljiwan Das,sales dept,Trainee,,WS-10928,,Enabled,01-Jan-2025 14:18:46,NA,manager897
emp_10823,kala.parikh22,Kala Parikh,RnD,Director,branch office,WS-10823,DEV60997,Working,2020-12-05T20:06:45,,manager602
EMP11531,lakshit.barad43,Lakshit Barad,Sales,Administrator,,VDR-11531,,A,18/06/2025,,manager505
EMP-11214,frado.toor13,Frado Toor,HR,Manager,Head_Office,VDR-11214,dev12153,Live,01/07/2023,,manager867
EMP10504,harsh.kapadia89,Harsh Kapadia,PURCH,Executive,Warehouse,VDR-10504,DEV-57774,Blocked,1692809690,2024/12/22,manager326
EMP10152,finn.vig49,Finn Vig,Support,Engineer,WAREHOUSE,VDR-10152,DEV-97562,DISABLED,2020/08/11,,manager570
emp12395,alexander.vohra99,Alexander Vohra,IT Support,Manager,,VDR_12395,dev 31370,Leave,2025-08-18 12:08:17,not available,NA
EMP-11996,harshil.chana4,Harshil Chana,Information Technology,Manager,data center,,DEV17338,Active,17/05/2022,not available,manager744
EMP-12434,radha.arya51,Radha Arya,SALES,Manager,,WS-12434,,ACTIVE,11-Jul-2021 13:32:23,,manager642
EMP11958,,Vanya Parekh,HR,Manager,Work_From_Home,vdr-11958,DEV76176,Active,10-14-2022 07:46:31 AM,NA,
EMP11384,daniel_bains55,Daniel Bains,Compliance,Administrator,HEAD OFFICE,WS-11384,DEV73636,Live,1669062323,NA,manager146
EMP-10894,balhaar.shukla89,Balhaar Shukla,Compliance,Administrator,HEAD OFFICE,LPT-10894,dev 27709,Active,1607878083,not available,NA
EMP10828,vincent.anne76,Vincent Anne,hr dept,Manager,Work From Home,WS-10828,dev25003,Enabled,,not available,MANAGER138
EMP11411,zaid.raval52,Zaid Raval,Brand Team,Officer,WAREHOUSE,VDR-11411,DEV-96424,Enabled,2025-01-15T06:22:35,NA,MANAGER848
EMP11683,maanav.venkatesh88,Maanav Venkatesh,MKT,Administrator,Work From Home,LPT-11683,,ACTIVE,03-14-2024 01:34:18 PM,NA,manager850
EMP 12653,andrew.sabharwal19,Andrew Sabharwal,RnD,Manager,Head_Office,LPT-12653,dev70920,Deactivated,2025-07-16T08:37:54,NA,manager223
EMP12637,ijaya.naik56,Ijaya Naik,Ops,Administrator,Data_Center,WS-12637,,ACTIVE,17-Jan-2023 14:05:55,not available,manager204
emp12589,pratyush.pillay84,Pratyush Pillay,Mktg,Officer,Regional Office,WS-12589,DEV-11511,Working,08-27-2023 01:08:00 AM,NA,  manager432  
EMP-10652,ayush.srinivasan64,Ayush Srinivasan,CS,Analyst,warehouse,ws-10652,dev 41179,Active,10/08/2025 21:41,NA,manager519
EMP10172,chakradhar.ravi22,Chakradhar Ravi,Research and Development,Analyst,Data Center,WS-10172,DEV98652,ACTIVE,2023-10-12 01:51:22,not available,  manager870  
EMP10038,GIRIK.PALLA99,Girik Palla,FINANCE,Administrator,Branch_Office,VDR-10038,DEV67912,Enabled,08-21-2023 06:38:52 PM,NA,manager214
EMP12946,  faris.khosla82  ,Faris Khosla,Ops,Consultant,Warehouse,lpt-12946,dev 93802,Live,1761798060,,  manager971  
EMP10713,azaan.luthra2,Azaan Luthra,Mktg,Trainee,data center,VDR-10713,DEV51377,On Leave,10-22-2025 02:56:53 PM,NA,unknown
emp10090,yashasvi.chacko19,Yashasvi Chacko,hr dept,Analyst,Branch_Office,ws-10090,,Live,2024/11/03,,
EMP10393,aarini.deep10,Aarini Deep,IT Support,Administrator,head office,WS-10393,dev 44226,ON_LEAVE,18/08/2020,not available,manager484
11205,,Mitali Tandon,R&D,Trainee,Warehouse,vdr-11205,DEV31061,ON_LEAVE,,not available,manager809
EMP12549,neel.chad33,Neel Chad,Operations,Administrator,Regional Office,WS-12549.corp.local,DEV24663,ON_LEAVE,1607622221,NA,manager660
EMP12664,chanchal.chandran29,Chanchal Chandran,Finance,Trainee,,LPT_12664,DEV-74652,Enabled,2020-09-27 07:41:07,,manager686
emp_11827,aditya.krishnan20,Aditya Krishnan,legal,Officer,Warehouse,WS-11827,dev37605,A,2020-07-24 18:20:14,,manager138
EMP11155,  andrew.sura23  ,Andrew Sura,sales team,Specialist,Data_Center,VDR-11155,DEV33646,Active,2020-03-06 09:24:03,not available,manager281
EMP-11324,yash.rattan31,Yash Rattan,SALES,Manager,Warehouse,LPT-11324,DEV-39769,Live,05-27-2026 03:36:59 AM,NA,
EMP10216,nitesh.devi69,Nitesh Devi,IT Support,Manager,data center,lpt-10216,,Active,01-Jul-2026 05:17:18,not available,manager146
EMP10510,waida.naik66,Waida Naik,hr dept,Director,Remote,VDR-10510,DEV11388,ACTIVE,1742665826,,manager875
EMP11680,WIDISHA.PARIKH34,Widisha Parikh,Accounts,Officer,WAREHOUSE,LPT-11680,DEV26254,Live,2020/08/23,NA,manager968
EMP10499,UMANG.HANS19,Umang Hans,HR,Analyst,,VDR-10499,DEV-88204,ACTIVE,28-Aug-2024 02:27:23,,NA
EMP12555,fitan.dada61,Fitan Dada,Legal Dept,Manager,regional office,WS-12555,,DISABLED,02-15-2026 02:00:40 PM,04-08-2026 02:23:24 PM,manager453
emp11856,isha.nadkarni6,Isha Nadkarni,RD,Specialist,Warehouse,WS_11856,dev80620,On Leave,1700360505,not available,manager440
EMP11388,VICTOR.DANI26,Victor Dani,Finance,Officer,,VDR-11388.corp.local,,A,05-16-2021 11:10:02 AM,,unknown
EMP11519,jagvi.kar22,Jagvi Kar,FINANCE,Specialist,regional office,,,ON_LEAVE,1705014861,NA,manager907
EMP-12386,diya.vala41,Diya Vala,IT Support,Executive,Branch_Office,VDR-12386,dev58052,Resigned,05-22-2021 01:42:53 PM,22/02/2026,
EMP12804,libni.guha87,Libni Guha,hr dept,Specialist,REGIONAL OFFICE,VDR-12804,DEV22144,Working,,NA,NA
EMP12076,saumya.puri42,Saumya Puri,Finance,Specialist,Warehouse,VDR-12076,DEV41854,Working,28/03/2020 05:40,not available,NA
emp11540,daksh.ravel78,Daksh Ravel,Information Technology,Executive,WAREHOUSE,ws-11540,DEV19078,Working,06/09/2022,NA,NA
emp11217,harinakshi.bhatia16,Harinakshi Bhatia,Ops Team,Trainee,Data Center,VDR-11217,DEV61879,Active,2023/03/09,not available,
EMP-11416,ria.khare57,Ria Khare,Legal,Trainee,Remote,WS-11416,dev75585,Active,2022/01/18,NA,manager486
12217,HIRAL.BOBAL16,Hiral Bobal,R&D,Trainee,,WS-12217,DEV21824,A,04-Mar-2021 15:46:11,NA,MANAGER494
EMP12596,HAMSINI.JAYARAMAN36,Hamsini Jayaraman,Human Resource,Specialist,DATA CENTER,WS-12596,DEV-81536,ACTIVE,1650196930,not available,NA
EMP 11676,balhaar.swaminathan14,Balhaar Swaminathan,PURCH,Manager,head office,VDR-11676.corp.local,DEV-28181,A,1778106850,not available,
11197,oliver.venkataraman8,Oliver Venkataraman,sales dept,Officer,,LPT-11197,dev 23801,Enabled,1620304847,NA,  manager974  
EMP11542,warinder.thakur28,Warinder Thakur,Operations,Analyst,Branch_Office,WS-11542,DEV26136,Deactivated,11/03/2023 10:31,10/05/2026 02:42,NA
EMP10953,laban.sankar95,Laban Sankar,customer care,Specialist,Head_Office,ws-10953,DEV-21759,Working,2021/01/17,not available,NA
emp_10750,wazir.bobal30,Wazir Bobal,People Team,Consultant,Branch_Office,LPT-10750,DEV41079,Enabled,2021-09-13 05:47:15,,  manager325  
EMP10234,  kabir.dhawan31  ,Kabir Dhawan,Business Sales,Analyst,Regional Office,VDR_10234,,Live,2020-06-12 02:01:14,NA,MANAGER438
EMP-10732,PETER.KHATRI9,Peter Khatri,Support,Administrator,data center,VDR-10732,DEV-68891,On Leave,1582244050,not available,manager157
EMP-10794,zashil.mistry18,Zashil Mistry,Ops Team,Executive,,WS-10794,dev 57338,ACTIVE,11/01/2023,NA,manager398
EMP11156,RIA.SRIVASTAVA51,Ria Srivastava,PURCH,Engineer,HEAD OFFICE,lpt-11156,dev 19443,ACTIVE,11-14-2023 05:03:37 PM,not available,NA
EMP12652,oliver.seshadri52,Oliver Seshadri,Accounts,Trainee,REGIONAL OFFICE,LPT-12652,DEV33627,Enabled,01/07/2021 00:15,,manager758
EMP12445,madhavi.pandya32,Madhavi Pandya,Human Resources,Specialist,Branch_Office,WS-12445,DEV89521,ACTIVE,06-27-2023 01:17:27 AM,not available,manager615
EMP11209,oscar.bumb13,Oscar Bumb,IT,Engineer,Regional Office,LPT-11209.corp.local,dev65073,ACTIVE,2021/05/31,not available,manager321
emp11065,benjamin.toor48,Benjamin Toor,operations dept,Consultant,Work From Home,LPT-11065,dev57344,Working,21/03/2023 18:12,not available,manager464
EMP 12156,oscar.tak70,Oscar Tak,Legal Dept,Specialist,,VDR-12156,DEV-90924,D,02-12-2022 12:58:46 PM,06-26-2025 08:01:18 AM,manager662
EMP11062,vedant.halder11,Vedant Halder,LEGAL,Manager,REMOTE,lpt-11062,dev54846,A,1640860110,NA,manager788
EMP 11167,yagnesh.goswami58,Yagnesh Goswami,RnD,Manager,head office,VDR-11167,DEV66027,Leave,2022-05-15 04:41:11,NA,manager430
EMP11492,vasudha.sridhar67,Vasudha Sridhar,R&D,Director,HEAD OFFICE,WS-11492,DEV-44082,Terminated,2024-07-27 11:04:56,2026-03-22 15:53:26,MANAGER646
12550,CHARAN.VORA9,Charan Vora,RD,Analyst,,WS-12550,dev50159,Live,,not available,unknown
EMP10884,ayushman.ravi61,Ayushman Ravi,marketing dept,Specialist,WAREHOUSE,WS-10884,DEV-21825,Working,,,manager544
EMP10143,rushil.chauhan74,Rushil Chauhan,customer care,Engineer,Branch Office,VDR-10143,,Enabled,2020/12/02,not available,manager669
EMP11241,bhavani.shetty89,Bhavani Shetty,IT Support,Consultant,Branch Office,WS-11241,,D,2021/12/23,2025/04/04,manager317
EMP10850,faqid.char88,Faqid Char,People Team,Officer,,LPT_10850,,ACTIVE,2023-05-05 22:22:55,not available,
EMP 10717,nisha.nagarajan68,Nisha Nagarajan,People Team,Trainee,Remote,LPT-10717,dev 47132,Working,2020-04-15T18:20:17,NA,
EMP12927,quincy.toor85,Quincy Toor,MKT,Executive,work from home,LPT-12927,dev 39706,Working,08/10/2020 01:56,not available,manager854
EMP 12502,bina.agate14,Bina Agate,hr dept,Executive,REGIONAL OFFICE,LPT-12502,,ACTIVE,2024-06-28T22:41:47,NA,manager870
EMP10264,laban.mangat50,Laban Mangat,sales team,Administrator,BRANCH OFFICE,WS-10264,DEV94765,A,29/10/2023 10:32,not available,
emp10075,MAANAS.CHANDA72,Maanas Chanda,Information Technology,Officer,branch office,LPT-10075,dev 41635,Live,2024/02/26,not available,manager346
emp_12492,jonathan.krish81,Jonathan Krish,Legal Dept,Administrator,Remote,LPT-12492,DEV-89900,Enabled,25/12/2024 03:11,not available,NA
EMP10395,charles.saini84,Charles Saini,Finance,Specialist,data center,LPT-10395,dev17019,ACTIVE,2021-09-30T14:57:14,not available,unknown
EMP12624,yahvi.oommen57,Yahvi Oommen,operations dept,Manager,DATA CENTER,VDR_12624,dev25518,Enabled,2023-02-07 00:17:49,NA,manager998
EMP-12224,QUSHI.SHENOY44,Qushi Shenoy,LEGAL,Administrator,Head Office,WS-12224,DEV32502,Enabled,2021-02-26T13:49:19,not available,manager985
EMP 12884,panini.gaba68,Panini Gaba,IT,Administrator,REMOTE,LPT-12884,DEV-70822,ACTIVE,30/05/2026 01:51,,unknown
emp10396,bhavini.bhakta53,Bhavini Bhakta,CS,Officer,Remote,VDR_10396,,Working,10-25-2020 12:00:35 AM,,MANAGER685
EMP11365,  osha.modi13  ,Osha Modi,Business Sales,Administrator,,WS-11365,DEV-16329,Enabled,19-Jun-2024 17:16:35,,manager964
EMP-12577,kala.rai4,Kala Rai,RnD,Consultant,DATA CENTER,VDR-12577.corp.local,dev 89588,Enabled,30/05/2022 10:36,,manager820
EMP-11903,amruta.modi14,Amruta Modi,SALES,Administrator,remote,LPT-11903,DEV-97614,Exited,2025-03-21 08:53:36,06/05/2026,NA
EMP10595,chaitanya.sodhi25,Chaitanya Sodhi,CS,Trainee,Work_From_Home,VDR-10595.corp.local,DEV-30202,Enabled,1664434089,,manager429
EMP-12109,nitesh.deol94,Nitesh Deol,Ops,Trainee,Head_Office,LPT-12109,dev 87692,A,2026-02-14 07:37:39,,manager450
EMP11296,upma.warrior70,Upma Warrior,marketing dept,Specialist,regional office,,DEV-96266,Working,2023/09/05,NA,manager122
EMP11821,caleb.murty72,Caleb Murty,MKT,Analyst,Head Office,VDR-11821,DEV-38664,ACTIVE,27/02/2023 11:37,,manager513
EMP 10872,vanya.upadhyay82,Vanya Upadhyay,RD,Analyst,branch office,lpt-10872,,Active,04-21-2020 10:04:59 AM,not available,manager267
EMP12997,  naksh.bal73  ,Naksh Bal,customer care,Administrator,,VDR-12997,DEV18136,On Leave,10/09/2023 21:20,not available,manager321
EMP12326,JONATHAN.PRAKASH23,Jonathan Prakash,Information Technology,Specialist,regional office,LPT-12326,dev 85446,Working,1707931273,not available,NA
emp_11548,suhani.kapur11,Suhani Kapur,LEGAL,Trainee,Head Office,WS-11548,DEV-94850,Terminated,20-May-2020 22:59:40,03/07/2022,manager109
EMP10036,lipika.ahuja14,Lipika Ahuja,Call Center,Executive,Remote,WS-10036,DEV89276,Live,01/12/2022 07:00,NA,manager749
EMP12924,nirja.dutt28,Nirja Dutt,RnD,Officer,,lpt-12924,DEV-25600,Live,2024-03-27 21:56:09,not available,manager823
emp_12143,ubika.ranganathan44,Ubika Ranganathan,Human Resource,Director,Branch_Office,LPT-12143,DEV-56605,Live,25/01/2022 11:10,not available,unknown
emp12635,ikbal.sharaf98,Ikbal Sharaf,PURCH,Trainee,WAREHOUSE,LPT-12635,DEV-54743,Enabled,2021-04-25 20:04:32,,manager754
EMP10977,udyati.trivedi33,Udyati Trivedi,operations dept,Director,Data_Center,VDR-10977,,Live,25-Jan-2022 10:45:46,not available,manager145
EMP11571,,Vidhi Bansal,R&D,Trainee,,LPT-11571,DEV49320,Enabled,,NA,manager784
EMP-11122,jacob.hayer63,Jacob Hayer,IT Support,Consultant,Head_Office,VDR-11122,dev70339,Active,2023-01-04 12:09:21,not available,manager458
EMP12239,zilmil.minhas52,Zilmil Minhas,Brand Team,Officer,Data Center,LPT-12239.corp.local,DEV-66264,ACTIVE,2025/01/01,not available,manager834
EMP12504,jatin_das11,Jatin Das,MKT,Consultant,Warehouse,LPT-12504,DEV-12970,Working,,not available,MANAGER987
emp_11892,  sudiksha.patil75  ,Sudiksha Patil,Human Resource,Engineer,BRANCH OFFICE,VDR-11892,DEV15269,Enabled,2022-02-15 17:03:03,NA,  manager848  
EMP 10675,  jackson.lad85  ,Jackson Lad,marketing dept,Analyst,warehouse,WS-10675,dev 93735,L,09-23-2022 10:34:28 PM,2023-12-13 02:34:50,manager426
EMP10728,harita.lall46,Harita Lall,Ops Team,Administrator,Data Center,LPT-10728,,OOO,2025-07-03 09:21:55,not available,manager647
EMP10412,rohan.dada48,Rohan Dada,IT Dept,Consultant,,WS-10412,,Active,07/03/2024 09:47,not available,NA
EMP11516,ria.batra56,Ria Batra,Mktg,Manager,,WS-11516,dev54883,A,1722413477,not available,NA
EMP11649,ekbal.dhar82,Ekbal Dhar,Accounts,Director,REMOTE,LPT-11649.corp.local,DEV-58244,Live,2023/09/03,NA,
EMP10825,abeer.mishra34,Abeer Mishra,Innovation,Specialist,DATA CENTER,VDR_10825,DEV98668,Enabled,06-02-2022 05:12:00 PM,,manager128
emp10616,ISHA.BIR7,Isha Bir,CS,Director,Remote,LPT-10616.corp.local,dev62235,Working,2025-12-08T04:59:51,not available,MANAGER238
EMP10114,CHATURA.DUBE60,Chatura Dube,Mktg,Officer,BRANCH OFFICE,LPT-10114,dev67898,L,2024/12/30,,manager567
emp10417,falguni.borde91,Falguni Borde,sales team,Administrator,Remote,WS-10417.corp.local,,Active,,,MANAGER347
EMP11625,vansha.bhalla14,Vansha Bhalla,operations dept,Officer,,VDR-11625,DEV60961,ACTIVE,1784730951,,manager800
EMP12895,max.kant36,Max Kant,finance dept,Trainee,Data Center,WS-12895.corp.local,,LEFT,10-13-2021 06:51:00 PM,1753189452,manager102
EMP10089,  brijesh.din81  ,Brijesh Din,Procurement,Engineer,Data_Center,lpt-10089,DEV81376,ACTIVE,2021-04-07 21:27:16,NA,
EMP12082,nikita.toor74,Nikita Toor,procurement team,Consultant,HEAD OFFICE,WS_12082,dev 18704,Active,21/05/2021,NA,NA
EMP10753,tanmayi.rai5,Tanmayi Rai,Procurement,Analyst,REMOTE,LPT-10753,DEV24563,Blocked,25/11/2023,,manager402
EMP12546,  reva.nayak73  ,Reva Nayak,IT,Analyst,work from home,WS-12546,dev 38336,Active,2020-10-04 23:45:27,,manager897
EMP11630,lakshmi.lalla82,Lakshmi Lalla,procurement team,Analyst,Head Office,WS_11630,DEV-37004,Terminated,2020-12-27T10:16:10,NA,manager346
EMP10011,wriddhish.dey59,Wriddhish Dey,Fin,Administrator,branch office,LPT-10011,,A,1778361792,,manager697
EMP12444,raagini.bhakta93,Raagini Bhakta,Ops,Specialist,branch office,LPT-12444,dev93205,L,30/07/2024,26/05/2026 07:39,manager372
EMP10284,nihal.kamdar76,Nihal Kamdar,Fin,Director,,WS-10284.corp.local,DEV31292,A,26/10/2024 15:54,NA,NA
EMP11066,ekansh.bawa43,Ekansh Bawa,People Team,Analyst,DATA CENTER,VDR-11066,,Active,2021/03/07,not available,manager225
EMP11191,ekbal.shah56,Ekbal Shah,IT Dept,Director,branch office,LPT-11191,DEV90004,ACTIVE,,NA,manager609
emp_11440,yutika.raju42,Yutika Raju,hr dept,Consultant,work from home,LPT-11440,dev 30807,Working,05/11/2022,not available,manager202
emp_12886,nathaniel.banerjee74,Nathaniel Banerjee,Marketing,Analyst,Remote,VDR-12886,DEV-92304,ACTIVE,2020-05-20 07:10:45,not available,manager542
EMP12885,EKANTA.BAVA97,Ekanta Bava,RD,Administrator,warehouse,LPT-12885,DEV85109,Live,12/06/2025 02:14,not available,manager328
emp_12793,raksha.dugal5,Raksha Dugal,PURCH,Manager,warehouse,WS-12793,,Enabled,11/12/2022 23:14,,manager180
EMP11568,oviya.shukla26,Oviya Shukla,Ops Team,Officer,Warehouse,LPT-11568,DEV-83778,Deactivated,,2026-01-03 15:00:39,  manager810  
EMP-12427,oviya.mannan17,Oviya Mannan,sales dept,Administrator,,LPT_12427,dev 24652,A,29/01/2026 23:45,,
EMP12656,amaira.nath55,Amaira Nath,Purchase,Analyst,,VDR-12656,,Working,2021/07/13,not available,manager682
emp11687,wridesh.karpe22,Wridesh Karpe,information tech,Consultant,,WS-11687,DEV70508,Live,2023/06/06,,manager575
EMP10851,DARPAN.KAPOOR33,Darpan Kapoor,Brand Team,Manager,Work_From_Home,lpt-10851,,A,2021-05-12 19:24:29,NA,unknown
EMP-12207,yutika.dugar86,Yutika Dugar,LEGAL,Director,Remote,LPT-12207,,A,04/07/2025,NA,manager479
EMP10895,hardik.basu90,Hardik Basu,sales dept,Analyst,BRANCH OFFICE,ws-10895,DEV-95016,Enabled,21-Jan-2022 04:26:22,,manager741
EMP10496,ati_chaudhary14,Ati Chaudhary,MKT,Administrator,warehouse,lpt-10496,dev46899,Working,2023-09-21T19:29:56,not available,manager941
EMP-12305,viraj.chandran86,Viraj Chandran,customer care,Trainee,DATA CENTER,lpt-12305,DEV59002,Leave,09/04/2022 18:38,,manager578
EMP-11782,qadim.amble59,Qadim Amble,Customer Support,Consultant,BRANCH OFFICE,WS-11782,DEV-89427,A,21-Jan-2021 14:07:08,not available,
EMP10335,fariq.saxena84,Fariq Saxena,finance dept,Analyst,data center,VDR-10335,DEV50043,Active,2026-06-04 10:11:28,NA,manager771
EMP10515,,Anamika Bir,People Team,Officer,REMOTE,WS-10515,dev39215,Active,01-01-2023 09:58:56 AM,,NA
EMP11348,amaira.karpe43,Amaira Karpe,Legal Dept,Consultant,data center,WS-11348,dev 91515,ACTIVE,2023/02/18,,manager253
EMP-11015,EIRAVATI.DYAL26,Eiravati Dyal,Information Technology,Executive,data center,LPT-11015,DEV-62328,Enabled,1644097441,,manager682
EMP12893,ANAY.DUBEY90,Anay Dubey,Support,Administrator,HEAD OFFICE,VDR-12893,DEV65087,Active,02/07/2025,not available,
EMP10727,kabir.sampath9,Kabir Sampath,customer care,Engineer,,WS-10727.corp.local,,Working,21/07/2024,not available,
EMP 11781,vivaan.sur44,Vivaan Sur,finance dept,Trainee,REMOTE,LPT-11781,,Live,2022/04/21,,NA
EMP12569,mitali.bhardwaj73,Mitali Bhardwaj,People Team,Manager,Remote,LPT-12569,dev63240,D,2020/03/12,,manager871
emp11785,vidhi.banerjee77,Vidhi Banerjee,People Team,Trainee,Data_Center,WS-11785,dev 51044,A,2021-07-16 16:08:51,NA,  manager878  
EMP12070,,Suhani Ghose,CS,Officer,branch office,LPT-12070,dev 31831,Working,2023-02-03 22:51:46,,manager350
EMP10356,samaksh.munshi71,Samaksh Munshi,Legal,Engineer,Remote,LPT-10356,DEV64559,L,2022/09/21,01-19-2023 11:55:59 PM,MANAGER222
